1,1,41.5,460.0,79.0,308.0,1,1,1,1
1,2,41.5,460.0,79.0,308.0,1,1,1,1
1,3,915.5,364.0,-1559.0,-44.0,1,1,1,1
1,4,179.0,352.5,-152.0,-213.0,1,1,1,1
1,5,959.5,291.0,-1851.0,-178.0,1,1,1,1
1,6,679.0,329.0,-1210.0,-268.0,1,1,1,1
1,7,915.5,364.0,-1559.0,-44.0,1,1,1,1
1,8,179.0,352.5,-152.0,-213.0,1,1,1,1
1,9,959.5,291.0,-1851.0,-178.0,1,1,1,1
1,10,679.0,329.0,-1210.0,-268.0,1,1,1,1
2,1,44.49470436098165,455.20847302242936,82.001032304109,299.5971095484948,1,1,1,1
2,2,44.49470436098165,455.20847302242936,82.001032304109,299.5971095484948,1,1,1,1
2,3,182.5,351.5,-153.0,-209.0,1,1,1,1
2,4,910.0,364.0,-1568.0,-46.0,1,1,1,1
2,5,959.5,295.5,-1849.0,-161.0,1,1,1,1
2,6,654.0,329.0,-1202.0,-406.0,1,1,1,1
2,7,94.5,373.0,-51.0,-274.0,1,1,1,1
2,8,683.5,328.5,-1207.0,-273.0,1,1,1,1
2,9,689.5,323.0,-1285.0,-330.0,1,1,1,1
2,10,182.5,351.5,-153.0,-209.0,1,1,1,1
2,11,910.0,364.0,-1568.0,-46.0,1,1,1,1
2,12,959.5,295.5,-1849.0,-161.0,1,1,1,1
2,13,654.0,329.0,-1202.0,-406.0,1,1,1,1
2,14,94.5,373.0,-51.0,-274.0,1,1,1,1
2,15,683.5,328.5,-1207.0,-273.0,1,1,1,1
2,16,689.5,323.0,-1285.0,-330.0,1,1,1,1
3,1,59.12587628959166,450.5089190290039,95.25087207175342,291.04234063842165,1,1,1,1
3,2,59.12587628959166,450.5089190290039,95.25087207175342,291.04234063842165,1,1,1,1
3,3,181.0,351.0,-164.0,-212.0,1,1,1,1
3,4,905.5,365.0,-1571.0,-50.0,1,1,1,1
3,5,959.0,295.5,-1848.0,-161.0,1,1,1,1
3,6,94.5,373.0,-41.0,-272.0,1,1,1,1
3,7,653.5,328.0,-1207.0,-414.0,1,1,1,1
3,8,683.5,328.0,-1209.0,-268.0,1,1,1,1
3,9,934.0,367.0,-1582.0,-64.0,1,1,1,1
3,10,690.0,323.5,-1282.0,-323.0,1,1,1,1
3,11,181.0,351.0,-164.0,-212.0,1,1,1,1
3,12,905.5,365.0,-1571.0,-50.0,1,1,1,1
3,13,959.0,295.5,-1848.0,-161.0,1,1,1,1
3,14,94.5,373.0,-41.0,-272.0,1,1,1,1
3,15,653.5,328.0,-1207.0,-414.0,1,1,1,1
3,16,683.5,328.0,-1209.0,-268.0,1,1,1,1
3,17,934.0,367.0,-1582.0,-64.0,1,1,1,1
3,18,690.0,323.5,-1282.0,-323.0,1,1,1,1
4,1,61.034394840582365,445.48512901126225,99.92928736727106,292.14780560179037,1,1,1,1
4,2,61.034394840582365,445.48512901126225,99.92928736727106,292.14780560179037,1,1,1,1
4,3,183.5,352.5,-151.0,-209.0,1,1,1,1
4,4,903.5,366.0,-1579.0,-52.0,1,1,1,1
4,5,959.0,296.0,-1842.0,-156.0,1,1,1,1
4,6,95.5,373.0,-37.0,-260.0,1,1,1,1
4,7,930.5,367.0,-1661.0,-182.0,1,1,1,1
4,8,680.5,327.0,-1213.0,-234.0,1,1,1,1
4,9,654.0,328.0,-1212.0,-412.0,1,1,1,1
4,10,690.5,324.0,-1287.0,-328.0,1,1,1,1
4,11,183.5,352.5,-151.0,-209.0,1,1,1,1
4,12,903.5,366.0,-1579.0,-52.0,1,1,1,1
4,13,959.0,296.0,-1842.0,-156.0,1,1,1,1
4,14,95.5,373.0,-37.0,-260.0,1,1,1,1
4,15,930.5,367.0,-1661.0,-182.0,1,1,1,1
4,16,680.5,327.0,-1213.0,-234.0,1,1,1,1
4,17,654.0,328.0,-1212.0,-412.0,1,1,1,1
4,18,690.5,324.0,-1287.0,-328.0,1,1,1,1
5,1,66.10106475823778,447.9183871530719,106.21153262377126,320.76121675027713,1,1,1,1
5,2,66.10106475823778,447.9183871530719,106.21153262377126,320.76121675027713,1,1,1,1
5,3,180.0,353.5,-158.0,-213.0,1,1,1,1
5,4,94.5,372.5,-41.0,-289.0,1,1,1,1
5,5,959.0,296.0,-1838.0,-138.0,1,1,1,1
5,6,906.5,365.5,-1583.0,-45.0,1,1,1,1
5,7,685.5,329.5,-1209.0,-263.0,1,1,1,1
5,8,691.5,325.0,-1281.0,-320.0,1,1,1,1
5,9,180.0,353.5,-158.0,-213.0,1,1,1,1
5,10,94.5,372.5,-41.0,-289.0,1,1,1,1
5,11,959.0,296.0,-1838.0,-138.0,1,1,1,1
5,12,906.5,365.5,-1583.0,-45.0,1,1,1,1
5,13,685.5,329.5,-1209.0,-263.0,1,1,1,1
5,14,691.5,325.0,-1281.0,-320.0,1,1,1,1
6,1,68.76424020685849,447.84355020175855,110.89265691830695,343.84513433662596,1,1,1,1
6,2,68.76424020685849,447.84355020175855,110.89265691830695,343.84513433662596,1,1,1,1
6,3,181.0,353.5,-160.0,-209.0,1,1,1,1
6,4,910.0,367.5,-1574.0,-37.0,1,1,1,1
6,5,959.0,295.5,-1834.0,-137.0,1,1,1,1
6,6,94.5,371.5,-45.0,-285.0,1,1,1,1
6,7,686.5,329.0,-1205.0,-264.0,1,1,1,1
6,8,692.0,326.5,-1276.0,-305.0,1,1,1,1
6,9,181.0,353.5,-160.0,-209.0,1,1,1,1
6,10,910.0,367.5,-1574.0,-37.0,1,1,1,1
6,11,959.0,295.5,-1834.0,-137.0,1,1,1,1
6,12,94.5,371.5,-45.0,-285.0,1,1,1,1
